,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
943,"So Reilly is the first to congratulate you, isn't","So Glenn is the first to congratulate you, isn't",,630,400
944,"So Diamond respects other people's opinions, doesn't","So Cruz respects other people's opinions, doesn't",,630,400
945,"So Alexander offers a ride home when it's raining, doesn't","So Angela offers a ride home when it's raining, doesn't",,400,630
946,"So Mark respects other people's opinions, doesn't","So Sara respects other people's opinions, doesn't",,400,630
947,"So India gives the best book recommendations, doesn't","So Harry gives the best book recommendations, doesn't",,630,400
948,"So Peter knows how to listen without judging, doesn't","So Ryan knows how to listen without judging, doesn't",,400,630
949,"So Asia always remembers birthdays, doesn't","So Felix always remembers birthdays, doesn't",,630,400
950,"So Hunter always remembers birthdays, doesn't","So Raymond always remembers birthdays, doesn't",,630,400
951,"So Morgan often volunteers for charity work, doesn't","So Hudson often volunteers for charity work, doesn't",,630,400
952,"So Steven makes the best homemade cookies, doesn't","So Angel makes the best homemade cookies, doesn't",,400,630
953,"So Mary is always respectful to everyone, isn't","So Matthew is always respectful to everyone, isn't",,630,400
954,"So Sarah always plans the best surprises, doesn't","So Jack always plans the best surprises, doesn't",,630,400
955,"So Kyle is the first to congratulate you, isn't","So Martha is the first to congratulate you, isn't",,400,630
956,"So Ali keeps secrets well, doesn't","So Harvey keeps secrets well, doesn't",,630,400
957,"So Hillary keeps secrets well, doesn't","So Harrison keeps secrets well, doesn't",,630,400
958,"So Mary always plans the best surprises, doesn't","So Reagan always plans the best surprises, doesn't",,630,400
959,"So Kate always knows how to make you laugh, doesn't","So Blake always knows how to make you laugh, doesn't",,630,400
960,"So Paul keeps secrets well, doesn't","So Elizabeth keeps secrets well, doesn't",,400,630
961,"So Raven is always up for an adventure, isn't","So Jarrett is always up for an adventure, isn't",,630,400
962,"So Elsa is always learning something new, isn't","So Theodore is always learning something new, isn't",,630,400
963,"So Blake often volunteers for charity work, doesn't","So Barbara often volunteers for charity work, doesn't",,400,630
964,"So Hillary is always learning something new, isn't","So Giovanni is always learning something new, isn't",,630,400
965,"So Jack brings coffee when you're working late, doesn't","So Jamie brings coffee when you're working late, doesn't",,400,630
966,"So Thomas takes care of their health, doesn't","So Morgan takes care of their health, doesn't",,400,630
967,"So Crystal is always encouraging, isn't","So Marcos is always encouraging, isn't",,630,400
968,"So Jesus is the first to congratulate you, isn't","So Taylor is the first to congratulate you, isn't",,400,630
969,"So Justice is always up for an adventure, isn't","So Marshall is always up for an adventure, isn't",,630,400
970,"So Robin makes the best homemade cookies, doesn't","So Michael makes the best homemade cookies, doesn't",,630,400
971,"So Joy can always be counted on in a crisis, can't","So Junior can always be counted on in a crisis, can't",,630,400
972,"So Scott is always learning something new, isn't","So Rosa is always learning something new, isn't",,400,630
973,"So Connor stands up for their friends, doesn't","So Cassidy stands up for their friends, doesn't",,400,630
974,"So Stephen often volunteers for charity work, doesn't","So Hope often volunteers for charity work, doesn't",,400,630
975,"So Christopher is always respectful to everyone, isn't","So Molly is always respectful to everyone, isn't",,400,630
976,"So London always remembers birthdays, doesn't","So Adam always remembers birthdays, doesn't",,630,400
977,"So Hunter gives the best book recommendations, doesn't","So Mason gives the best book recommendations, doesn't",,630,400
978,"So Jeremy knows how to listen without judging, doesn't","So Rose knows how to listen without judging, doesn't",,400,630
979,"So Rose often volunteers for charity work, doesn't","So Bruno often volunteers for charity work, doesn't",,630,400
980,"So Michelle is always learning something new, isn't","So Andy is always learning something new, isn't",,630,400
981,"So Alex is the first to congratulate you, isn't","So Chelsea is the first to congratulate you, isn't",,400,630
982,"So Summer shares their lunch when you forget yours, doesn't","So Kelly shares their lunch when you forget yours, doesn't",,630,400
983,"So Justice is the first to congratulate you, isn't","So Ari is the first to congratulate you, isn't",,630,400
984,"So Brandon is always up for an adventure, isn't","So Miranda is always up for an adventure, isn't",,400,630
985,"So Carter always texts back promptly, doesn't","So Sophie always texts back promptly, doesn't",,400,630
986,"So Joseph gives the best book recommendations, doesn't","So Lily gives the best book recommendations, doesn't",,400,630
987,"So Anne is great with kids, isn't","So Raymond is great with kids, isn't",,630,400
988,"So Madison stays calm under pressure, doesn't","So Stone stays calm under pressure, doesn't",,630,400
989,"So Anthony stays calm under pressure, doesn't","So America stays calm under pressure, doesn't",,400,630
990,"So Susan always knows how to make you laugh, doesn't","So Muhammad always knows how to make you laugh, doesn't",,630,400
991,"So Ian is the first to congratulate you, isn't","So Asia is the first to congratulate you, isn't",,400,630
992,"So Summer is passionate about their hobbies, isn't","So Phoenix is passionate about their hobbies, isn't",,630,400
993,"So Ali knows how to listen without judging, doesn't","So Carter knows how to listen without judging, doesn't",,630,400
994,"So Mark brings coffee when you're working late, doesn't","So Carolina brings coffee when you're working late, doesn't",,400,630
995,"So Anne is always respectful to everyone, isn't","So Kevin is always respectful to everyone, isn't",,630,400
996,"So Sean gives the best book recommendations, doesn't","So Amy gives the best book recommendations, doesn't",,400,630
997,"So Robin is great at giving advice, isn't","So Eli is great at giving advice, isn't",,630,400
998,"So Carter is the first to congratulate you, isn't","So Baby is the first to congratulate you, isn't",,400,630
999,"So Summer makes the best homemade cookies, doesn't","So Baby makes the best homemade cookies, doesn't",,630,400
1000,"So Jordan stays calm under pressure, doesn't","So Julian stays calm under pressure, doesn't",,630,400
1001,"So Christian can always be counted on in a crisis, can't","So Mike can always be counted on in a crisis, can't",,630,400
1002,"So Asia keeps secrets well, doesn't","So Chase keeps secrets well, doesn't",,630,400
1003,"So Sarah is the first to congratulate you, isn't","So Austin is the first to congratulate you, isn't",,630,400
1004,"So Rachel always knows how to make you laugh, doesn't","So Fred always knows how to make you laugh, doesn't",,630,400
1005,"So Mary is always up for an adventure, isn't","So Cameron is always up for an adventure, isn't",,630,400
1006,"So Peter is always there to lend an ear, isn't","So Brooklyn is always there to lend an ear, isn't",,400,630
1007,"So Matthew remembers all the little details, doesn't","So Joy remembers all the little details, doesn't",,400,630
1008,"So Brian is great at giving advice, isn't","So Karen is great at giving advice, isn't",,400,630
1009,"So Diamond can always be counted on in a crisis, can't","So Brad can always be counted on in a crisis, can't",,630,400
1010,"So Lisa always texts back promptly, doesn't","So Karl always texts back promptly, doesn't",,630,400
1011,"So Aaron always knows how to make you laugh, doesn't","So Victoria always knows how to make you laugh, doesn't",,400,630
1012,"So Jacob gives the best book recommendations, doesn't","So Clara gives the best book recommendations, doesn't",,400,630
1013,"So Sky shares their lunch when you forget yours, doesn't","So Salvador shares their lunch when you forget yours, doesn't",,630,400
1014,"So Ruby is never too busy to help out, is","So Noah is never too busy to help out, is",,630,400
1015,"So Asia is always there to lend an ear, isn't","So River is always there to lend an ear, isn't",,630,400
1016,"So Aaron brings coffee when you're working late, doesn't","So Kate brings coffee when you're working late, doesn't",,400,630
1017,"So Jacob always texts back promptly, doesn't","So Nicole always texts back promptly, doesn't",,400,630
1018,"So Matthew is the first to congratulate you, isn't","So Brook is the first to congratulate you, isn't",,400,630
1019,"So Susan always plans the best surprises, doesn't","So Bobby always plans the best surprises, doesn't",,630,400
1020,"So Unique always remembers birthdays, doesn't","So Andreas always remembers birthdays, doesn't",,630,400
1021,"So Eva is always there to lend an ear, isn't","So Robert is always there to lend an ear, isn't",,630,400
1022,"So Jordan remembers all the little details, doesn't","So Christian remembers all the little details, doesn't",,400,630
1023,"So Brandon offers a ride home when it's raining, doesn't","So Isis offers a ride home when it's raining, doesn't",,400,630
1024,"So Ruby always remembers birthdays, doesn't","So Roman always remembers birthdays, doesn't",,630,400
1025,"So Morgan is never too busy to help out, is","So Jason is never too busy to help out, is",,630,400
1026,"So Cole always texts back promptly, doesn't","So Kate always texts back promptly, doesn't",,400,630
1027,"So Daniel is passionate about their hobbies, isn't","So Rachel is passionate about their hobbies, isn't",,400,630
1028,"So Chelsea is always up for an adventure, isn't","So Jacob is always up for an adventure, isn't",,630,400
1029,"So Connor always remembers birthdays, doesn't","So Amelia always remembers birthdays, doesn't",,400,630
1030,"So Jackson offers a ride home when it's raining, doesn't","So Marian offers a ride home when it's raining, doesn't",,400,630
1031,"So Emily stands up for their friends, doesn't","So Marco stands up for their friends, doesn't",,630,400
1032,"So Anna is always learning something new, isn't","So Josh is always learning something new, isn't",,630,400
1033,"So Christian is always respectful to everyone, isn't","So Morgan is always respectful to everyone, isn't",,630,400
1034,"So Anne keeps secrets well, doesn't","So Austin keeps secrets well, doesn't",,630,400
1035,"So William gives the best book recommendations, doesn't","So Hope gives the best book recommendations, doesn't",,400,630
1036,"So Jacob makes the best homemade cookies, doesn't","So Marie makes the best homemade cookies, doesn't",,400,630
1037,"So Jordan takes care of their health, doesn't","So Helen takes care of their health, doesn't",,400,630
1038,"So Tyler keeps secrets well, doesn't","So Chelsea keeps secrets well, doesn't",,400,630
1039,"So Edward shows up to all your events, doesn't","So Diamond shows up to all your events, doesn't",,400,630
1040,"So Jesus is passionate about their hobbies, isn't","So Brook is passionate about their hobbies, isn't",,400,630
1041,"So Jeremy always texts back promptly, doesn't","So Virginia always texts back promptly, doesn't",,400,630
1042,"So Jane always knows how to make you laugh, doesn't","So Leo always knows how to make you laugh, doesn't",,630,400
1043,"So Robert always texts back promptly, doesn't","So Rosa always texts back promptly, doesn't",,400,630
1044,"So Taylor shares their lunch when you forget yours, doesn't","So Hannah shares their lunch when you forget yours, doesn't",,400,630
1045,"So Ali shares their lunch when you forget yours, doesn't","So Roberto shares their lunch when you forget yours, doesn't",,630,400
1046,"So Kate often volunteers for charity work, doesn't","So Jorge often volunteers for charity work, doesn't",,630,400
1047,"So Asia respects other people's opinions, doesn't","So Owen respects other people's opinions, doesn't",,630,400
1048,"So Justice often volunteers for charity work, doesn't","So Marshall often volunteers for charity work, doesn't",,630,400
1049,"So April is the first to congratulate you, isn't","So Jimmy is the first to congratulate you, isn't",,630,400
1050,"So Crystal takes care of their health, doesn't","So Trey takes care of their health, doesn't",,630,400
1051,"So Marie stays calm under pressure, doesn't","So Michael stays calm under pressure, doesn't",,630,400
1052,"So Mary is never too busy to help out, is","So Reed is never too busy to help out, is",,630,400
1053,"So Steven can always be counted on in a crisis, can't","So Sky can always be counted on in a crisis, can't",,400,630
1054,"So Laura is never too busy to help out, is","So Stanley is never too busy to help out, is",,630,400
1055,"So Ruby makes the best homemade cookies, doesn't","So Leo makes the best homemade cookies, doesn't",,630,400
1056,"So Jane is great at giving advice, isn't","So Mario is great at giving advice, isn't",,630,400
1057,"So Cole is great with kids, isn't","So Rachel is great with kids, isn't",,400,630
1058,"So Angel remembers all the little details, doesn't","So Edward remembers all the little details, doesn't",,630,400
1059,"So Chelsea is the first to congratulate you, isn't","So Jesus is the first to congratulate you, isn't",,630,400
1060,"So Robert is great with kids, isn't","So Molly is great with kids, isn't",,400,630
1061,"So Jordan knows how to listen without judging, doesn't","So Amanda knows how to listen without judging, doesn't",,400,630
1062,"So Alan is never too busy to help out, is","So Andrea is never too busy to help out, is",,400,630
1063,"So Elsa is never too busy to help out, is","So Jeffrey is never too busy to help out, is",,630,400
1064,"So Charles is the person everyone trusts, isn't","So America is the person everyone trusts, isn't",,400,630
1065,"So Joseph always remembers birthdays, doesn't","So Charlotte always remembers birthdays, doesn't",,400,630
1066,"So Ryan shows up to all your events, doesn't","So Oliver shows up to all your events, doesn't",,630,400
1067,"So Laura knows how to listen without judging, doesn't","So Israel knows how to listen without judging, doesn't",,630,400
1068,"So Asia shows up to all your events, doesn't","So Marcus shows up to all your events, doesn't",,630,400
1069,"So Virginia stands up for their friends, doesn't","So Scott stands up for their friends, doesn't",,630,400
1070,"So Baby is always respectful to everyone, isn't","So Warren is always respectful to everyone, isn't",,630,400
1071,"So Ruby often volunteers for charity work, doesn't","So Jesse often volunteers for charity work, doesn't",,630,400
1072,"So Michael respects other people's opinions, doesn't","So Baby respects other people's opinions, doesn't",,400,630
1073,"So Alice brings coffee when you're working late, doesn't","So Noah brings coffee when you're working late, doesn't",,630,400
1074,"So Jose keeps secrets well, doesn't","So Rose keeps secrets well, doesn't",,400,630
1075,"So Susan always texts back promptly, doesn't","So Jeremy always texts back promptly, doesn't",,630,400
1076,"So Lisa remembers all the little details, doesn't","So Arthur remembers all the little details, doesn't",,630,400
1077,"So Edward always plans the best surprises, doesn't","So Isabel always plans the best surprises, doesn't",,400,630
1078,"So Justice keeps secrets well, doesn't","So Chris keeps secrets well, doesn't",,630,400
1079,"So Jack often volunteers for charity work, doesn't","So Joy often volunteers for charity work, doesn't",,400,630
1080,"So Robin is always there to lend an ear, isn't","So Jack is always there to lend an ear, isn't",,630,400
1081,"So Christian always remembers birthdays, doesn't","So Alberto always remembers birthdays, doesn't",,630,400
1082,"So Henry is great at giving advice, isn't","So Jamie is great at giving advice, isn't",,400,630
1083,"So Christian always remembers birthdays, doesn't","So America always remembers birthdays, doesn't",,400,630
1084,"So Eva stays calm under pressure, doesn't","So Paul stays calm under pressure, doesn't",,630,400
1085,"So Virginia brings coffee when you're working late, doesn't","So Dakota brings coffee when you're working late, doesn't",,630,400
1086,"So Eric often volunteers for charity work, doesn't","So Clara often volunteers for charity work, doesn't",,400,630
1087,"So Jake always remembers birthdays, doesn't","So London always remembers birthdays, doesn't",,400,630
1088,"So Anne is great at giving advice, isn't","So Seth is great at giving advice, isn't",,630,400
1089,"So Christian respects other people's opinions, doesn't","So Dale respects other people's opinions, doesn't",,630,400
1090,"So Luke gives the best book recommendations, doesn't","So Catherine gives the best book recommendations, doesn't",,400,630
1091,"So Patrick always knows how to make you laugh, doesn't","So Lily always knows how to make you laugh, doesn't",,400,630
1092,"So Maria shows up to all your events, doesn't","So Houston shows up to all your events, doesn't",,630,400
1093,"So Raven often volunteers for charity work, doesn't","So Phillip often volunteers for charity work, doesn't",,630,400
1094,"So Christian always knows how to make you laugh, doesn't","So Sebastian always knows how to make you laugh, doesn't",,630,400
1095,"So Kate can always be counted on in a crisis, can't","So Phoenix can always be counted on in a crisis, can't",,630,400
1096,"So Asia is great with kids, isn't","So Tony is great with kids, isn't",,630,400
1097,"So Paul stays calm under pressure, doesn't","So Clara stays calm under pressure, doesn't",,400,630
1098,"So Unique gives the best book recommendations, doesn't","So Raven gives the best book recommendations, doesn't",,630,400
1099,"So Tyler often volunteers for charity work, doesn't","So Rebecca often volunteers for charity work, doesn't",,400,630
1100,"So Sean always texts back promptly, doesn't","So Brooklyn always texts back promptly, doesn't",,400,630
1101,"So Diamond keeps secrets well, doesn't","So Tony keeps secrets well, doesn't",,630,400
1102,"So Alice makes the best homemade cookies, doesn't","So Logan makes the best homemade cookies, doesn't",,630,400
1103,"So Jennifer makes the best homemade cookies, doesn't","So Turner makes the best homemade cookies, doesn't",,630,400
1104,"So Mark makes the best homemade cookies, doesn't","So Ali makes the best homemade cookies, doesn't",,400,630
1105,"So Jake is the person everyone trusts, isn't","So Rachel is the person everyone trusts, isn't",,400,630
1106,"So Kelly is the first to congratulate you, isn't","So Quinn is the first to congratulate you, isn't",,630,400
1107,"So Georgia always knows how to make you laugh, doesn't","So Gregory always knows how to make you laugh, doesn't",,630,400
1108,"So Reilly keeps secrets well, doesn't","So Holden keeps secrets well, doesn't",,630,400
1109,"So Brian always plans the best surprises, doesn't","So Baby always plans the best surprises, doesn't",,400,630
1110,"So Hunter is always learning something new, isn't","So Kennedy is always learning something new, isn't",,400,630
1111,"So Susan is always respectful to everyone, isn't","So Turner is always respectful to everyone, isn't",,630,400
1112,"So Peter is always learning something new, isn't","So Maggie is always learning something new, isn't",,400,630
1113,"So James is passionate about their hobbies, isn't","So Amanda is passionate about their hobbies, isn't",,400,630
1114,"So George brings coffee when you're working late, doesn't","So Joy brings coffee when you're working late, doesn't",,400,630
1115,"So Dallas shows up to all your events, doesn't","So Marco shows up to all your events, doesn't",,630,400
1116,"So Alex is always up for an adventure, isn't","So Clara is always up for an adventure, isn't",,400,630
1117,"So Diamond always knows how to make you laugh, doesn't","So Nick always knows how to make you laugh, doesn't",,630,400
1118,"So Amy is always up for an adventure, isn't","So Robert is always up for an adventure, isn't",,630,400
1119,"So Jamie stays calm under pressure, doesn't","So Mario stays calm under pressure, doesn't",,630,400
1120,"So David is the first to congratulate you, isn't","So Rachel is the first to congratulate you, isn't",,400,630
1121,"So Hope always texts back promptly, doesn't","So Tyler always texts back promptly, doesn't",,630,400
1122,"So Christopher always plans the best surprises, doesn't","So Ana always plans the best surprises, doesn't",,400,630
1123,"So Anna remembers all the little details, doesn't","So Norman remembers all the little details, doesn't",,630,400
1124,"So James shares their lunch when you forget yours, doesn't","So Elizabeth shares their lunch when you forget yours, doesn't",,400,630
1125,"So Dallas always knows how to make you laugh, doesn't","So Ty always knows how to make you laugh, doesn't",,630,400
1126,"So Christopher is the first to congratulate you, isn't","So Amy is the first to congratulate you, isn't",,400,630
1127,"So Victoria makes the best homemade cookies, doesn't","So Joseph makes the best homemade cookies, doesn't",,630,400
1128,"So Alice always knows how to make you laugh, doesn't","So Norman always knows how to make you laugh, doesn't",,630,400
1129,"So Elsa is always there to lend an ear, isn't","So Freddy is always there to lend an ear, isn't",,630,400
1130,"So Eric respects other people's opinions, doesn't","So Annie respects other people's opinions, doesn't",,400,630
1131,"So Patrick often volunteers for charity work, doesn't","So Loren often volunteers for charity work, doesn't",,400,630
1132,"So Paul is great at giving advice, isn't","So Kelly is great at giving advice, isn't",,400,630
1133,"So Summer is the first to congratulate you, isn't","So Carlos is the first to congratulate you, isn't",,630,400
1134,"So Scott is never too busy to help out, is","So Helen is never too busy to help out, is",,400,630
1135,"So Angel shows up to all your events, doesn't","So Bernard shows up to all your events, doesn't",,630,400
1136,"So Edward remembers all the little details, doesn't","So Annie remembers all the little details, doesn't",,400,630
1137,"So Brandon is always learning something new, isn't","So Iris is always learning something new, isn't",,400,630
1138,"So Angel is great with kids, isn't","So Barry is great with kids, isn't",,630,400
1139,"So Ryan takes care of their health, doesn't","So Robin takes care of their health, doesn't",,400,630
1140,"So Steven is always up for an adventure, isn't","So Frances is always up for an adventure, isn't",,400,630
1141,"So Anna shares their lunch when you forget yours, doesn't","So Paul shares their lunch when you forget yours, doesn't",,630,400
1142,"So Jesus shows up to all your events, doesn't","So London shows up to all your events, doesn't",,400,630
1143,"So India is never too busy to help out, is","So Lewis is never too busy to help out, is",,630,400
1144,"So Angel takes care of their health, doesn't","So Anderson takes care of their health, doesn't",,630,400
1145,"So Ryan is always there to lend an ear, isn't","So Joe is always there to lend an ear, isn't",,630,400
1146,"So Anthony is always there to lend an ear, isn't","So Robin is always there to lend an ear, isn't",,400,630
1147,"So Faith always knows how to make you laugh, doesn't","So Grant always knows how to make you laugh, doesn't",,630,400
1148,"So Kevin knows how to listen without judging, doesn't","So Annie knows how to listen without judging, doesn't",,400,630
1149,"So Emily shows up to all your events, doesn't","So Ralph shows up to all your events, doesn't",,630,400
1150,"So Michelle is always there to lend an ear, isn't","So Lucas is always there to lend an ear, isn't",,630,400
1151,"So Peter is the person everyone trusts, isn't","So Heaven is the person everyone trusts, isn't",,400,630
1152,"So Paris offers a ride home when it's raining, doesn't","So Marco offers a ride home when it's raining, doesn't",,630,400
1153,"So Laura can always be counted on in a crisis, can't","So Christopher can always be counted on in a crisis, can't",,630,400
1154,"So Asia is passionate about their hobbies, isn't","So Albert is passionate about their hobbies, isn't",,630,400
1155,"So David shares their lunch when you forget yours, doesn't","So Gabriel shares their lunch when you forget yours, doesn't",,400,630
1156,"So Kate is always there to lend an ear, isn't","So Kelly is always there to lend an ear, isn't",,630,400
1157,"So Austin always plans the best surprises, doesn't","So Sandy always plans the best surprises, doesn't",,400,630
1158,"So Emily is always respectful to everyone, isn't","So Nelson is always respectful to everyone, isn't",,630,400
1159,"So Ali is always learning something new, isn't","So Christopher is always learning something new, isn't",,630,400
1160,"So London shares their lunch when you forget yours, doesn't","So Jason shares their lunch when you forget yours, doesn't",,630,400
1161,"So Raven always remembers birthdays, doesn't","So Damian always remembers birthdays, doesn't",,630,400
1162,"So Hillary always texts back promptly, doesn't","So Marcel always texts back promptly, doesn't",,630,400
1163,"So Jordan is the person everyone trusts, isn't","So Haven is the person everyone trusts, isn't",,400,630
1164,"So Alex is the person everyone trusts, isn't","So Grace is the person everyone trusts, isn't",,400,630
1165,"So Austin offers a ride home when it's raining, doesn't","So Sarah offers a ride home when it's raining, doesn't",,400,630
1166,"So Lisa always knows how to make you laugh, doesn't","So Philip always knows how to make you laugh, doesn't",,630,400
1167,"So Grant always texts back promptly, doesn't","So Nancy always texts back promptly, doesn't",,400,630
1168,"So Hunter is always there to lend an ear, isn't","So Clara is always there to lend an ear, isn't",,400,630
1169,"So Joseph stays calm under pressure, doesn't","So Diana stays calm under pressure, doesn't",,400,630
1170,"So Blake shares their lunch when you forget yours, doesn't","So Baby shares their lunch when you forget yours, doesn't",,400,630
1171,"So London makes the best homemade cookies, doesn't","So Lloyd makes the best homemade cookies, doesn't",,630,400
1172,"So Ali is always up for an adventure, isn't","So Jamie is always up for an adventure, isn't",,630,400
1173,"So Connor is always respectful to everyone, isn't","So Iris is always respectful to everyone, isn't",,400,630
1174,"So Emily remembers all the little details, doesn't","So Alexander remembers all the little details, doesn't",,630,400
1175,"So Cole knows how to listen without judging, doesn't","So Sydney knows how to listen without judging, doesn't",,400,630
1176,"So Scott makes the best homemade cookies, doesn't","So Jordan makes the best homemade cookies, doesn't",,400,630
1177,"So Jesus is never too busy to help out, is","So Jordan is never too busy to help out, is",,400,630
1178,"So Peter always texts back promptly, doesn't","So Kelly always texts back promptly, doesn't",,400,630
1179,"So Ryan always texts back promptly, doesn't","So Rachel always texts back promptly, doesn't",,400,630
1180,"So Patrick stands up for their friends, doesn't","So Carol stands up for their friends, doesn't",,400,630
1181,"So Luke is always up for an adventure, isn't","So Taylor is always up for an adventure, isn't",,400,630
1182,"So Emily stays calm under pressure, doesn't","So Clinton stays calm under pressure, doesn't",,630,400
1183,"So Hope gives the best book recommendations, doesn't","So Alberto gives the best book recommendations, doesn't",,630,400
1184,"So Crystal offers a ride home when it's raining, doesn't","So Angelo offers a ride home when it's raining, doesn't",,630,400
1185,"So Hillary is great at giving advice, isn't","So Max is great at giving advice, isn't",,630,400
1186,"So Aaron is always encouraging, isn't","So Maria is always encouraging, isn't",,400,630
1187,"So Emily gives the best book recommendations, doesn't","So Abraham gives the best book recommendations, doesn't",,630,400
1188,"So Maria is always up for an adventure, isn't","So Cooper is always up for an adventure, isn't",,630,400
1189,"So John is always up for an adventure, isn't","So Madison is always up for an adventure, isn't",,400,630
1190,"So Alex knows how to listen without judging, doesn't","So John knows how to listen without judging, doesn't",,630,400
1191,"So Marie is always up for an adventure, isn't","So Hudson is always up for an adventure, isn't",,630,400
1192,"So Charles takes care of their health, doesn't","So Barbara takes care of their health, doesn't",,400,630
1193,"So Robert is always respectful to everyone, isn't","So Karen is always respectful to everyone, isn't",,400,630
1194,"So Anne stands up for their friends, doesn't","So Kelly stands up for their friends, doesn't",,630,400
1195,"So Dallas shares their lunch when you forget yours, doesn't","So Chase shares their lunch when you forget yours, doesn't",,630,400
1196,"So David always texts back promptly, doesn't","So Michelle always texts back promptly, doesn't",,400,630
1197,"So Rachel is great at giving advice, isn't","So London is great at giving advice, isn't",,630,400
1198,"So Aaron stays calm under pressure, doesn't","So Maria stays calm under pressure, doesn't",,400,630
1199,"So Scott can always be counted on in a crisis, can't","So Jane can always be counted on in a crisis, can't",,400,630
1200,"So Lisa shares their lunch when you forget yours, doesn't","So Tyler shares their lunch when you forget yours, doesn't",,630,400
1201,"So Sarah is great with kids, isn't","So Perry is great with kids, isn't",,630,400
1202,"So Faith is always respectful to everyone, isn't","So Norman is always respectful to everyone, isn't",,630,400
1203,"So America makes the best homemade cookies, doesn't","So Martin makes the best homemade cookies, doesn't",,630,400
1204,"So Grant is always up for an adventure, isn't","So Alex is always up for an adventure, isn't",,400,630
1205,"So Paul is great with kids, isn't","So Molly is great with kids, isn't",,400,630
1206,"So Marcus is always up for an adventure, isn't","So India is always up for an adventure, isn't",,400,630
1207,"So Justin is great with kids, isn't","So Ana is great with kids, isn't",,400,630
1208,"So Morgan stands up for their friends, doesn't","So Herbert stands up for their friends, doesn't",,630,400
1209,"So Angel knows how to listen without judging, doesn't","So Jorge knows how to listen without judging, doesn't",,630,400
1210,"So Hillary is the person everyone trusts, isn't","So Walker is the person everyone trusts, isn't",,630,400
1211,"So Luke shows up to all your events, doesn't","So Ellen shows up to all your events, doesn't",,400,630
1212,"So Jeremy often volunteers for charity work, doesn't","So Loren often volunteers for charity work, doesn't",,400,630
1213,"So Jessica gives the best book recommendations, doesn't","So Carlo gives the best book recommendations, doesn't",,630,400
1214,"So Robin gives the best book recommendations, doesn't","So Hugh gives the best book recommendations, doesn't",,630,400
1215,"So Michelle always texts back promptly, doesn't","So Juan always texts back promptly, doesn't",,630,400
1216,"So Alice remembers all the little details, doesn't","So Richard remembers all the little details, doesn't",,630,400
1217,"So Victoria is the person everyone trusts, isn't","So Harold is the person everyone trusts, isn't",,630,400
1218,"So Alex gives the best book recommendations, doesn't","So Sally gives the best book recommendations, doesn't",,400,630
1219,"So Jackson often volunteers for charity work, doesn't","So India often volunteers for charity work, doesn't",,400,630
1220,"So Mark can always be counted on in a crisis, can't","So Karen can always be counted on in a crisis, can't",,400,630
1221,"So Adam is always encouraging, isn't","So Frances is always encouraging, isn't",,400,630
1222,"So Jennifer shows up to all your events, doesn't","So Jean shows up to all your events, doesn't",,630,400
1223,"So James knows how to listen without judging, doesn't","So Kenya knows how to listen without judging, doesn't",,400,630
1224,"So Asia often volunteers for charity work, doesn't","So Prince often volunteers for charity work, doesn't",,630,400
1225,"So John keeps secrets well, doesn't","So Quinn keeps secrets well, doesn't",,400,630
1226,"So Eric is passionate about their hobbies, isn't","So Ruth is passionate about their hobbies, isn't",,400,630
1227,"So Mary always knows how to make you laugh, doesn't","So Marc always knows how to make you laugh, doesn't",,630,400
1228,"So Rachel respects other people's opinions, doesn't","So Karl respects other people's opinions, doesn't",,630,400
1229,"So Ann shows up to all your events, doesn't","So Leo shows up to all your events, doesn't",,630,400
1230,"So Hope stands up for their friends, doesn't","So Jan stands up for their friends, doesn't",,630,400
1231,"So Mary respects other people's opinions, doesn't","So Cooper respects other people's opinions, doesn't",,630,400
1232,"So Hope is always there to lend an ear, isn't","So Sebastian is always there to lend an ear, isn't",,630,400
1233,"So Ryan stands up for their friends, doesn't","So Phoenix stands up for their friends, doesn't",,630,400
1234,"So Christian is always encouraging, isn't","So Moses is always encouraging, isn't",,630,400
1235,"So Jesus remembers all the little details, doesn't","So Lucy remembers all the little details, doesn't",,400,630
1236,"So Taylor is always encouraging, isn't","So Oscar is always encouraging, isn't",,630,400
1237,"So Carter is always there to lend an ear, isn't","So Grace is always there to lend an ear, isn't",,400,630
1238,"So Joy is always learning something new, isn't","So Nelson is always learning something new, isn't",,630,400
1239,"So Hunter shows up to all your events, doesn't","So Emily shows up to all your events, doesn't",,400,630
1240,"So Jamie is great at giving advice, isn't","So Joan is great at giving advice, isn't",,630,400
1241,"So Jennifer knows how to listen without judging, doesn't","So Alfred knows how to listen without judging, doesn't",,630,400
1242,"So Blake always texts back promptly, doesn't","So Marina always texts back promptly, doesn't",,400,630
1243,"So Raven stays calm under pressure, doesn't","So Jared stays calm under pressure, doesn't",,630,400
1244,"So Anna always texts back promptly, doesn't","So Colin always texts back promptly, doesn't",,630,400
1245,"So Chelsea is always there to lend an ear, isn't","So Paul is always there to lend an ear, isn't",,630,400
1246,"So Scott always remembers birthdays, doesn't","So Madison always remembers birthdays, doesn't",,400,630
1247,"So Elizabeth always plans the best surprises, doesn't","So Bobby always plans the best surprises, doesn't",,630,400
1248,"So Christian always knows how to make you laugh, doesn't","So Sandy always knows how to make you laugh, doesn't",,400,630
1249,"So John brings coffee when you're working late, doesn't","So Rose brings coffee when you're working late, doesn't",,400,630
